iter	Logloss
450	0.01246023849
451	0.01240527154
452	0.01238663304
453	0.01235222359
454	0.01229846751
455	0.01224241466
456	0.01220227496
457	0.01219337041
458	0.01215511313
459	0.01211758728
460	0.01210048338
461	0.01204206842
462	0.01198945019
463	0.01194559313
464	0.01192194201
465	0.01185667179
466	0.01180040437
467	0.01176061061
468	0.01165508508
469	0.01156339373
470	0.01151133909
471	0.01147172368
472	0.01141058733
473	0.01136610431
474	0.01133036958
475	0.01124023629
476	0.01120062522
477	0.01114445412
478	0.01110187888
479	0.011046053
480	0.01097794527
481	0.01096977074
482	0.01086158028
483	0.01079767571
484	0.01075510233
485	0.01071388878
486	0.01067719575
487	0.01066018152
488	0.01062435178
489	0.01060379741
490	0.01056733807
491	0.01048747958
492	0.01046297778
493	0.01041604788
494	0.01039346484
495	0.01035950309
496	0.01029995413
497	0.01027536701
498	0.01022013452
499	0.01016035973
500	0.01010818713
501	0.01008058613
502	0.01005013109
503	0.0100432565
504	0.009981607727
505	0.009951227426
506	0.009945412898
507	0.009899490433
508	0.009877661982
509	0.009852070157
510	0.009832571453
511	0.009781543269
512	0.009760230345
513	0.009731020993
514	0.009714730384
515	0.00969162152
516	0.009674413042
517	0.00963643607
518	0.009618661828
519	0.009603860493
520	0.009568381995
521	0.009554353032
522	0.009523685503
523	0.009504121184
524	0.009474989512
525	0.009382898319
526	0.009357245428
527	0.009325468178
528	0.00930938818
529	0.0092888236
530	0.009262742026
531	0.009207556047
532	0.009184956623
533	0.009155457277
534	0.009138984773
535	0.009119254026
536	0.009089412027
537	0.009079443797
538	0.009061822924
539	0.009016849537
540	0.008918088462
541	0.008876228885
542	0.00884936413
543	0.008826372055
544	0.008806810954
545	0.008776244165
546	0.008754331153
547	0.008737828521
548	0.008693349358
549	0.008671840147
550	0.008653884439
551	0.008623124229
552	0.008548474197
553	0.008521992162
554	0.008502625483
555	0.008446498731
556	0.008427070679
557	0.008390600651
558	0.008344383397
559	0.008316002303
560	0.008272823706
561	0.008248268939
562	0.008226124335
563	0.008194866317
564	0.008146008959
565	0.008121363935
566	0.008095063754
567	0.008060829243
568	0.008031086625
569	0.008002496415
570	0.007976367099
571	0.007946253171
572	0.007912620629
573	0.007887542595
574	0.0078705135
575	0.007847555351
576	0.007829190914
577	0.007804610996
578	0.007781497381
579	0.007710665519
580	0.007659286461
581	0.007621649835
582	0.007601546757
583	0.007548255325
584	0.0075482288
585	0.007525760221
586	0.007512198425
587	0.007491150237
588	0.007467882836
589	0.007439516054
590	0.007417346379
591	0.007391455156
592	0.007357486483
593	0.00732227065
594	0.007296105218
595	0.007241148027
596	0.007209475046
597	0.007165964359
598	0.007139698649
599	0.007110321528
